auc,ap,best_thr,precision,recall,f1,Model
0.7340160996635892,0.5000297613257666,0.5339893499890122,0.4451942404725766,0.6448689761720839,0.5267436781051303,RandomForest
0.7354526571223978,0.5122024336331636,0.4849685250349658,0.4175114396339317,0.7048250044565928,0.524392670041336,HistGB
0.7115115526078508,0.49458138972039056,0.4682329874066181,0.39836526181353765,0.6950502109453919,0.5064568156479006,CatBoost
